lat_group,long_group,lat+long_group,
47.35018125,-122.281,"47.35018125000005,-122.2809999999999",
47.72764196,-122.281,"47.72764196428585,-122.2809999999999",
47.51670804,-121.889,"47.51670803571437,-121.8889999999999",
47.31687589,-122.337,"47.31687589285718,-122.3369999999999",
47.28357054,-122.253,"47.28357053571432,-122.2529999999999",
47.32797768,-122.281,"47.32797767857147,-122.2809999999999",
47.31687589,-122.169,"47.31687589285718,-122.1689999999999",
47.56111518,-121.917,"47.56111517857153,-121.9169999999999",
47.70543839,-122.085,"47.70543839285727,-122.0849999999999",
47.70543839,-122.029,"47.70543839285727,-122.0289999999999",
47.27246875,-122.253,"47.27246875000003,-122.2529999999999",
47.62772589,-122.393,"47.62772589285726,-122.393",
47.64992946,-121.945,"47.64992946428583,-121.9449999999999",
47.49450446,-122.085,"47.4945044642858,-122.0849999999999",
47.55001339,-122.197,"47.55001339285724,-122.1969999999999",
47.32797768,-122.057,"47.32797767857147,-122.0569999999999",
47.52780982,-122.057,"47.52780982142866,-122.0569999999999",
47.47230089,-122.225,"47.47230089285722,-122.2249999999999",
47.62772589,-122.281,"47.62772589285726,-122.2809999999999",
47.45009732,-122.141,"47.45009732142864,-122.1409999999999",
47.68323482,-122.057,"47.6832348214287,-122.0569999999999",
47.62772589,-122.365,"47.62772589285726,-122.365",
47.52780982,-122.141,"47.52780982142866,-122.1409999999999",
47.51670804,-122.309,"47.51670803571437,-122.3089999999999",
47.50560625,-122.169,"47.50560625000008,-122.1689999999999",
47.52780982,-122.029,"47.52780982142866,-122.0289999999999",
47.76094732,-122.309,"47.76094732142872,-122.3089999999999",
47.45009732,-122.085,"47.45009732142864,-122.0849999999999",
47.26136696,-121.917,"47.26136696428574,-121.9169999999999",
47.48340268,-122.057,"47.48340267857151,-122.0569999999999",
47.67213304,-122.225,"47.67213303571441,-122.2249999999999",
47.43899554,-122.505,"47.43899553571435,-122.505",
47.63882768,-122.001,"47.63882767857154,-122.0009999999999",
47.55001339,-122.029,"47.55001339285724,-122.0289999999999",
47.53891161,-122.001,"47.53891160714295,-122.0009999999999",
47.55001339,-121.889,"47.55001339285724,-121.8889999999999",
47.57221696,-121.973,"47.57221696428581,-121.9729999999999",
47.40569018,-122.477,"47.40569017857149,-122.477",
47.45009732,-122.113,"47.45009732142864,-122.1129999999999",
47.46119911,-122.001,"47.46119910714293,-122.0009999999999",
47.57221696,-122.085,"47.57221696428581,-122.0849999999999",
47.62772589,-122.337,"47.62772589285726,-122.3369999999999",
47.68323482,-122.169,"47.6832348214287,-122.1689999999999",
47.33907946,-122.085,"47.33907946428576,-122.0849999999999",
47.53891161,-122.309,"47.53891160714295,-122.3089999999999",
47.29467232,-122.225,"47.29467232142861,-122.2249999999999",
47.77204911,-122.113,"47.772049107143,-122.1129999999999",
47.30577411,-122.085,"47.30577410714289,-122.0849999999999",
47.73874375,-122.365,"47.73874375000014,-122.365",
47.32797768,-122.197,"47.32797767857147,-122.1969999999999",
47.47230089,-122.365,"47.47230089285722,-122.365",
47.39458839,-122.085,"47.3945883928572,-122.0849999999999",
47.74984554,-122.113,"47.74984553571443,-122.1129999999999",
47.46119911,-122.085,"47.46119910714293,-122.0849999999999",
47.47230089,-122.253,"47.47230089285722,-122.2529999999999",
47.33907946,-122.505,"47.33907946428576,-122.505",
47.30577411,-122.141,"47.30577410714289,-122.1409999999999",
47.58331875,-122.225,"47.5833187500001,-122.2249999999999",
47.77204911,-122.281,"47.772049107143,-122.2809999999999",
47.56111518,-122.197,"47.56111517857153,-122.1969999999999",
47.66103125,-121.973,"47.66103125000012,-121.9729999999999",
47.42789375,-122.057,"47.42789375000007,-122.0569999999999",
47.33907946,-122.365,"47.33907946428576,-122.365",
47.67213304,-122.421,"47.67213303571441,-122.421",
47.60552232,-122.001,"47.60552232142868,-122.0009999999999",
47.63882768,-122.337,"47.63882767857154,-122.3369999999999",
47.48340268,-122.477,"47.48340267857151,-122.477",
47.26136696,-122.029,"47.26136696428574,-122.0289999999999",
47.43899554,-122.365,"47.43899553571435,-122.365",
47.40569018,-122.057,"47.40569017857149,-122.0569999999999",
47.28357054,-122.281,"47.28357053571432,-122.2809999999999",
47.32797768,-122.001,"47.32797767857147,-122.0009999999999",
47.49450446,-122.141,"47.4945044642858,-122.1409999999999",
47.50560625,-122.365,"47.50560625000008,-122.365",
47.73874375,-122.281,"47.73874375000014,-122.2809999999999",
47.77204911,-122.169,"47.772049107143,-122.1689999999999",
47.63882768,-122.421,"47.63882767857154,-122.421",
47.27246875,-122.281,"47.27246875000003,-122.2809999999999",
47.73874375,-122.141,"47.73874375000014,-122.1409999999999",
47.36128304,-122.141,"47.36128303571434,-122.1409999999999",
47.67213304,-122.253,"47.67213303571441,-122.2529999999999",
47.64992946,-122.141,"47.64992946428583,-122.1409999999999",
47.68323482,-122.085,"47.6832348214287,-122.0849999999999",
47.37238482,-122.085,"47.37238482142862,-122.0849999999999",
47.46119911,-122.365,"47.46119910714293,-122.365",
47.30577411,-122.309,"47.30577410714289,-122.3089999999999",
47.63882768,-121.889,"47.63882767857154,-121.8889999999999",
47.60552232,-122.057,"47.60552232142868,-122.0569999999999",
47.38348661,-122.113,"47.38348660714291,-122.1129999999999",
47.64992946,-122.085,"47.64992946428583,-122.0849999999999",
47.66103125,-122.029,"47.66103125000012,-122.0289999999999",
47.60552232,-122.169,"47.60552232142868,-122.1689999999999",
47.26136696,-122.281,"47.26136696428574,-122.2809999999999",
47.66103125,-122.085,"47.66103125000012,-122.0849999999999",
47.70543839,-122.253,"47.70543839285727,-122.2529999999999",
47.57221696,-122.225,"47.57221696428581,-122.2249999999999",
47.49450446,-122.057,"47.4945044642858,-122.0569999999999",
47.53891161,-122.253,"47.53891160714295,-122.2529999999999",
47.31687589,-122.029,"47.31687589285718,-122.0289999999999",
47.46119911,-122.281,"47.46119910714293,-122.2809999999999",
47.62772589,-121.945,"47.62772589285726,-121.9449999999999",
47.30577411,-122.281,"47.30577410714289,-122.2809999999999",
47.59442054,-122.253,"47.59442053571439,-122.2529999999999",
47.46119911,-122.449,"47.46119910714293,-122.449",
47.36128304,-121.917,"47.36128303571434,-121.9169999999999",
47.72764196,-122.253,"47.72764196428585,-122.2529999999999",
47.26136696,-122.085,"47.26136696428574,-122.0849999999999",
47.22806161,-122.029,"47.22806160714288,-122.0289999999999",
47.52780982,-122.309,"47.52780982142866,-122.3089999999999",
47.46119911,-122.057,"47.46119910714293,-122.0569999999999",
47.71654018,-122.057,"47.71654017857156,-122.0569999999999",
47.74984554,-122.141,"47.74984553571443,-122.1409999999999",
47.68323482,-122.225,"47.6832348214287,-122.2249999999999",
47.74984554,-121.917,"47.74984553571443,-121.9169999999999",
47.72764196,-122.141,"47.72764196428585,-122.1409999999999",
47.31687589,-121.917,"47.31687589285718,-121.9169999999999",
47.61662411,-121.945,"47.61662410714297,-121.9449999999999",
47.51670804,-122.141,"47.51670803571437,-122.1409999999999",
47.42789375,-122.141,"47.42789375000007,-122.1409999999999",
47.56111518,-122.001,"47.56111517857153,-122.0009999999999",
47.30577411,-122.169,"47.30577410714289,-122.1689999999999",
47.72764196,-121.945,"47.72764196428585,-121.9449999999999",
47.71654018,-122.001,"47.71654017857156,-122.0009999999999",
47.58331875,-122.085,"47.5833187500001,-122.0849999999999",
47.74984554,-122.169,"47.74984553571443,-122.1689999999999",
47.51670804,-122.029,"47.51670803571437,-122.0289999999999",
47.69433661,-122.225,"47.69433660714299,-122.2249999999999",
47.26136696,-122.309,"47.26136696428574,-122.3089999999999",
47.67213304,-122.057,"47.67213303571441,-122.0569999999999",
47.30577411,-122.113,"47.30577410714289,-122.1129999999999",
47.35018125,-122.337,"47.35018125000005,-122.3369999999999",
47.73874375,-122.057,"47.73874375000014,-122.0569999999999",
47.66103125,-122.057,"47.66103125000012,-122.0569999999999",
47.62772589,-122.141,"47.62772589285726,-122.1409999999999",
47.31687589,-122.085,"47.31687589285718,-122.0849999999999",
47.48340268,-122.029,"47.48340267857151,-122.0289999999999",
47.71654018,-121.945,"47.71654017857156,-121.9449999999999",
47.41679196,-122.141,"47.41679196428578,-122.1409999999999",
47.49450446,-122.281,"47.4945044642858,-122.2809999999999",
47.42789375,-122.113,"47.42789375000007,-122.1129999999999",
47.32797768,-121.917,"47.32797767857147,-121.9169999999999",
47.52780982,-121.917,"47.52780982142866,-121.9169999999999",
47.72764196,-122.113,"47.72764196428585,-122.1129999999999",
47.55001339,-122.057,"47.55001339285724,-122.0569999999999",
47.28357054,-122.365,"47.28357053571432,-122.365",
47.27246875,-122.225,"47.27246875000003,-122.2249999999999",
47.21695982,-122.001,"47.21695982142859,-122.0009999999999",
47.37238482,-122.421,"47.37238482142862,-122.421",
47.41679196,-122.225,"47.41679196428578,-122.2249999999999",
47.27246875,-122.197,"47.27246875000003,-122.1969999999999",
47.53891161,-122.029,"47.53891160714295,-122.0289999999999",
47.48340268,-122.113,"47.48340267857151,-122.1129999999999",
47.64992946,-122.001,"47.64992946428583,-122.0009999999999",
47.45009732,-122.505,"47.45009732142864,-122.505",
47.64992946,-122.225,"47.64992946428583,-122.2249999999999",
47.33907946,-122.169,"47.33907946428576,-122.1689999999999",
47.32797768,-122.225,"47.32797767857147,-122.2249999999999",
47.72764196,-121.917,"47.72764196428585,-121.9169999999999",
47.55001339,-121.945,"47.55001339285724,-121.9449999999999",
47.70543839,-122.393,"47.70543839285727,-122.393",
47.28357054,-122.309,"47.28357053571432,-122.3089999999999",
47.68323482,-122.141,"47.6832348214287,-122.1409999999999",
47.32797768,-122.085,"47.32797767857147,-122.0849999999999",
47.35018125,-122.113,"47.35018125000005,-122.1129999999999",
47.31687589,-122.141,"47.31687589285718,-122.1409999999999",
47.69433661,-122.057,"47.69433660714299,-122.0569999999999",
47.70543839,-121.357,"47.70543839285727,-121.3569999999997",
47.71654018,-122.085,"47.71654017857156,-122.0849999999999",
47.53891161,-122.113,"47.53891160714295,-122.1129999999999",
47.39458839,-121.973,"47.3945883928572,-121.9729999999999",
47.31687589,-122.057,"47.31687589285718,-122.0569999999999",
47.48340268,-121.805,"47.48340267857151,-121.8049999999998",
47.47230089,-121.721,"47.47230089285722,-121.7209999999998",
47.17255268,-122.001,"47.17255267857144,-122.0009999999999",
47.52780982,-121.805,"47.52780982142866,-121.8049999999998",
47.47230089,-121.693,"47.47230089285722,-121.6929999999998",
47.70543839,-122.141,"47.70543839285727,-122.1409999999999",
47.36128304,-121.945,"47.36128303571434,-121.9449999999999",
47.22806161,-122.085,"47.22806160714288,-122.0849999999999",
47.38348661,-122.057,"47.38348660714291,-122.0569999999999",
47.45009732,-121.973,"47.45009732142864,-121.9729999999999",
47.45009732,-122.001,"47.45009732142864,-122.0009999999999",
47.45009732,-122.029,"47.45009732142864,-122.0289999999999",
47.71654018,-121.329,"47.71654017857156,-121.3289999999997",
47.56111518,-121.889,"47.56111517857153,-121.8889999999999",
47.76094732,-122.113,"47.76094732142872,-122.1129999999999",
47.21695982,-122.057,"47.21695982142859,-122.0569999999999",
47.38348661,-122.505,"47.38348660714291,-122.505",
47.33907946,-122.113,"47.33907946428576,-122.1129999999999",
47.66103125,-121.945,"47.66103125000012,-121.9449999999999",
47.32797768,-122.141,"47.32797767857147,-122.1409999999999",
47.59442054,-122.225,"47.59442053571439,-122.2249999999999",
47.58331875,-122.057,"47.5833187500001,-122.0569999999999",
47.71654018,-121.889,"47.71654017857156,-121.8889999999999",
47.51670804,-121.861,"47.51670803571437,-121.8609999999998",
47.46119911,-121.749,"47.46119910714293,-121.7489999999998",
47.42789375,-122.085,"47.42789375000007,-122.0849999999999",
47.77204911,-121.917,"47.772049107143,-121.9169999999999",
47.47230089,-122.029,"47.47230089285722,-122.0289999999999",
47.70543839,-121.917,"47.70543839285727,-121.9169999999999",
47.43899554,-122.449,"47.43899553571435,-122.449",
47.63882768,-122.197,"47.63882767857154,-122.1969999999999",
47.15034911,-121.637,"47.15034910714286,-121.6369999999998",
47.32797768,-122.113,"47.32797767857147,-122.1129999999999",
47.47230089,-121.777,"47.47230089285722,-121.7769999999998",
47.40569018,-122.281,"47.40569017857149,-122.2809999999999",
47.39458839,-122.337,"47.3945883928572,-122.3369999999999",
47.19475625,-121.973,"47.19475625000001,-121.9729999999999",
47.48340268,-121.749,"47.48340267857151,-121.7489999999998",
47.76094732,-122.197,"47.76094732142872,-122.1969999999999",
47.20585804,-121.973,"47.2058580357143,-121.9729999999999",
47.41679196,-122.029,"47.41679196428578,-122.0289999999999",
47.39458839,-122.281,"47.3945883928572,-122.2809999999999",
47.53891161,-122.141,"47.53891160714295,-122.1409999999999",
47.39458839,-122.029,"47.3945883928572,-122.0289999999999",
47.45009732,-122.449,"47.45009732142864,-122.449",
47.60552232,-122.225,"47.60552232142868,-122.2249999999999",
47.56111518,-122.253,"47.56111517857153,-122.2529999999999",
47.63882768,-121.945,"47.63882767857154,-121.9449999999999",
47.41679196,-122.057,"47.41679196428578,-122.0569999999999",
47.47230089,-122.057,"47.47230089285722,-122.0569999999999",
47.40569018,-122.113,"47.40569017857149,-122.1129999999999",
47.45009732,-122.225,"47.45009732142864,-122.2249999999999",
47.33907946,-121.889,"47.33907946428576,-121.8889999999999",
47.48340268,-122.365,"47.48340267857151,-122.365",
47.56111518,-121.945,"47.56111517857153,-121.9449999999999",
47.46119911,-122.113,"47.46119910714293,-122.1129999999999",
47.62772589,-122.169,"47.62772589285726,-122.1689999999999",
47.61662411,-122.337,"47.61662410714297,-122.3369999999999",
47.68323482,-121.917,"47.6832348214287,-121.9169999999999",
47.32797768,-122.029,"47.32797767857147,-122.0289999999999",
47.77204911,-122.057,"47.772049107143,-122.0569999999999",
47.36128304,-121.973,"47.36128303571434,-121.9729999999999",
47.71654018,-121.973,"47.71654017857156,-121.9729999999999",
47.61662411,-122.169,"47.61662410714297,-122.1689999999999",
47.52780982,-121.749,"47.52780982142866,-121.7489999999998",
47.77204911,-122.141,"47.772049107143,-122.1409999999999",
47.45009732,-121.721,"47.45009732142864,-121.7209999999998",
47.70543839,-121.973,"47.70543839285727,-121.9729999999999",
47.36128304,-122.225,"47.36128303571434,-122.2249999999999",
47.47230089,-122.309,"47.47230089285722,-122.3089999999999",
47.35018125,-122.477,"47.35018125000005,-122.477",
47.26136696,-121.945,"47.26136696428574,-121.9449999999999",
47.40569018,-122.085,"47.40569017857149,-122.0849999999999",
47.39458839,-122.449,"47.3945883928572,-122.449",
47.41679196,-122.085,"47.41679196428578,-122.0849999999999",
47.60552232,-121.973,"47.60552232142868,-121.9729999999999",
47.19475625,-122.029,"47.19475625000001,-122.0289999999999",
47.27246875,-122.057,"47.27246875000003,-122.0569999999999",
47.33907946,-122.141,"47.33907946428576,-122.1409999999999",
47.41679196,-121.945,"47.41679196428578,-121.9449999999999",
47.27246875,-122.365,"47.27246875000003,-122.365",
47.55001339,-121.861,"47.55001339285724,-121.8609999999998",
47.51670804,-121.777,"47.51670803571437,-121.7769999999998",
47.42789375,-122.001,"47.42789375000007,-122.0009999999999",
47.57221696,-121.917,"47.57221696428581,-121.9169999999999",
47.29467232,-122.169,"47.29467232142861,-122.1689999999999",
47.50560625,-122.477,"47.50560625000008,-122.477",
47.27246875,-122.029,"47.27246875000003,-122.0289999999999",
47.33907946,-122.225,"47.33907946428576,-122.2249999999999",
47.29467232,-122.001,"47.29467232142861,-122.0009999999999",
47.32797768,-122.393,"47.32797767857147,-122.393",
47.73874375,-121.917,"47.73874375000014,-121.9169999999999",
47.31687589,-121.861,"47.31687589285718,-121.8609999999998",
47.46119911,-122.477,"47.46119910714293,-122.477",
47.52780982,-121.777,"47.52780982142866,-121.7769999999998",
47.55001339,-122.253,"47.55001339285724,-122.2529999999999",
47.36128304,-122.505,"47.36128303571434,-122.505",
47.71654018,-121.917,"47.71654017857156,-121.9169999999999",
47.63882768,-122.141,"47.63882767857154,-122.1409999999999",
47.35018125,-122.505,"47.35018125000005,-122.505",
47.49450446,-121.889,"47.4945044642858,-121.8889999999999",
47.69433661,-121.889,"47.69433660714299,-121.8889999999999",
47.53891161,-121.973,"47.53891160714295,-121.9729999999999",
47.43899554,-121.413,"47.43899553571435,-121.4129999999998",
47.26136696,-122.169,"47.26136696428574,-122.1689999999999",
47.32797768,-122.505,"47.32797767857147,-122.505",
47.64992946,-122.281,"47.64992946428583,-122.2809999999999",
47.67213304,-122.113,"47.67213303571441,-122.1129999999999",
47.55001339,-121.917,"47.55001339285724,-121.9169999999999",
47.45009732,-122.477,"47.45009732142864,-122.477",
47.32797768,-121.889,"47.32797767857147,-121.8889999999999",
47.46119911,-121.973,"47.46119910714293,-121.9729999999999",
47.26136696,-122.113,"47.26136696428574,-122.1129999999999",
47.29467232,-122.057,"47.29467232142861,-122.0569999999999",
47.66103125,-122.113,"47.66103125000012,-122.1129999999999",
47.30577411,-122.253,"47.30577410714289,-122.2529999999999",
47.28357054,-121.945,"47.28357053571432,-121.9449999999999",
47.61662411,-122.085,"47.61662410714297,-122.0849999999999",
47.77204911,-122.029,"47.772049107143,-122.0289999999999",
47.76094732,-121.469,"47.76094732142872,-121.4689999999998",
47.40569018,-122.421,"47.40569017857149,-122.421",
47.53891161,-122.085,"47.53891160714295,-122.0849999999999",
47.40569018,-121.973,"47.40569017857149,-121.9729999999999",
47.41679196,-122.449,"47.41679196428578,-122.449",
47.43899554,-122.029,"47.43899553571435,-122.0289999999999",
47.42789375,-122.505,"47.42789375000007,-122.505",
47.35018125,-122.253,"47.35018125000005,-122.2529999999999",
47.58331875,-122.141,"47.5833187500001,-122.1409999999999",
47.29467232,-122.113,"47.29467232142861,-122.1129999999999",
47.42789375,-122.225,"47.42789375000007,-122.2249999999999",
47.66103125,-122.309,"47.66103125000012,-122.3089999999999",
47.43899554,-122.001,"47.43899553571435,-122.0009999999999",
47.26136696,-122.001,"47.26136696428574,-122.0009999999999",
47.48340268,-121.693,"47.48340267857151,-121.6929999999998",
47.27246875,-122.085,"47.27246875000003,-122.0849999999999",
47.43899554,-122.477,"47.43899553571435,-122.477",
47.53891161,-121.749,"47.53891160714295,-121.7489999999998",
47.39458839,-122.225,"47.3945883928572,-122.2249999999999",
47.64992946,-121.973,"47.64992946428583,-121.9729999999999",
47.66103125,-121.917,"47.66103125000012,-121.9169999999999",
47.30577411,-121.889,"47.30577410714289,-121.8889999999999",
47.37238482,-122.505,"47.37238482142862,-122.505",
47.50560625,-122.029,"47.50560625000008,-122.0289999999999",
47.25026518,-122.029,"47.25026517857145,-122.0289999999999",
47.36128304,-122.449,"47.36128303571434,-122.449",
47.64992946,-121.889,"47.64992946428583,-121.8889999999999",
47.41679196,-122.477,"47.41679196428578,-122.477",
47.52780982,-122.085,"47.52780982142866,-122.0849999999999",
47.42789375,-122.449,"47.42789375000007,-122.449",
47.58331875,-122.421,"47.5833187500001,-122.421",
47.67213304,-121.889,"47.67213303571441,-121.8889999999999",
47.41679196,-122.505,"47.41679196428578,-122.505",
47.70543839,-121.889,"47.70543839285727,-121.8889999999999",
47.40569018,-122.141,"47.40569017857149,-122.1409999999999",
47.62772589,-121.917,"47.62772589285726,-121.9169999999999",
47.33907946,-121.945,"47.33907946428576,-121.9449999999999",
47.68323482,-122.001,"47.6832348214287,-122.0009999999999",
47.20585804,-122.029,"47.2058580357143,-122.0289999999999",
47.69433661,-121.945,"47.69433660714299,-121.9449999999999",
47.27246875,-121.917,"47.27246875000003,-121.9169999999999",
47.25026518,-121.973,"47.25026517857145,-121.9729999999999",
47.22806161,-122.001,"47.22806160714288,-122.0009999999999",
47.70543839,-122.057,"47.70543839285727,-122.0569999999999",
47.37238482,-122.001,"47.37238482142862,-122.0009999999999",
47.36128304,-122.253,"47.36128303571434,-122.2529999999999",
47.18365446,-122.029,"47.18365446428572,-122.0289999999999",
47.42789375,-122.029,"47.42789375000007,-122.0289999999999",
47.62772589,-122.253,"47.62772589285726,-122.2529999999999",
47.48340268,-122.001,"47.48340267857151,-122.0009999999999",
47.39458839,-122.505,"47.3945883928572,-122.505",
47.49450446,-122.113,"47.4945044642858,-122.1129999999999",
47.45009732,-121.749,"47.45009732142864,-121.7489999999998",
47.35018125,-122.197,"47.35018125000005,-122.1969999999999",
47.35018125,-122.449,"47.35018125000005,-122.449",
47.57221696,-122.253,"47.57221696428581,-122.2529999999999",
47.71654018,-121.357,"47.71654017857156,-121.3569999999997",
47.29467232,-122.393,"47.29467232142861,-122.393",
47.35018125,-121.973,"47.35018125000005,-121.9729999999999",
47.38348661,-122.253,"47.38348660714291,-122.2529999999999",
47.36128304,-122.337,"47.36128303571434,-122.3369999999999",
47.73874375,-121.945,"47.73874375000014,-121.9449999999999",
47.70543839,-121.861,"47.70543839285727,-121.8609999999998",
47.69433661,-122.253,"47.69433660714299,-122.2529999999999",
47.39458839,-122.421,"47.3945883928572,-122.421",
47.66103125,-121.889,"47.66103125000012,-121.8889999999999",
47.48340268,-122.085,"47.48340267857151,-122.0849999999999",
47.41679196,-121.973,"47.41679196428578,-121.9729999999999",
47.39458839,-122.477,"47.3945883928572,-122.477",
47.68323482,-122.253,"47.6832348214287,-122.2529999999999",
47.38348661,-122.337,"47.38348660714291,-122.3369999999999",
47.55001339,-122.337,"47.55001339285724,-122.3369999999999",
47.76094732,-121.917,"47.76094732142872,-121.9169999999999",
47.74984554,-122.001,"47.74984553571443,-122.0009999999999",
47.25026518,-122.001,"47.25026517857145,-122.0009999999999",
47.23916339,-122.029,"47.23916339285717,-122.0289999999999",
47.26136696,-122.057,"47.26136696428574,-122.0569999999999",
47.46119911,-122.505,"47.46119910714293,-122.505",
47.23916339,-122.001,"47.23916339285717,-122.0009999999999",
47.53891161,-121.805,"47.53891160714295,-121.8049999999998",
47.17255268,-121.945,"47.17255267857144,-121.9449999999999",
47.28357054,-122.085,"47.28357053571432,-122.0849999999999",
47.16145089,-121.973,"47.16145089285715,-121.9729999999999",
47.25026518,-122.113,"47.25026517857145,-122.1129999999999",
47.67213304,-121.973,"47.67213303571441,-121.9729999999999",
47.22806161,-121.945,"47.22806160714288,-121.9449999999999",
47.70543839,-121.329,"47.70543839285727,-121.3289999999997",
47.28357054,-122.113,"47.28357053571432,-122.1129999999999",
47.23916339,-121.945,"47.23916339285717,-121.9449999999999",
47.43899554,-121.721,"47.43899553571435,-121.7209999999998",
47.20585804,-122.057,"47.2058580357143,-122.0569999999999",
47.73874375,-121.889,"47.73874375000014,-121.8889999999999",
47.39458839,-122.113,"47.3945883928572,-122.1129999999999",
47.28357054,-122.001,"47.28357053571432,-122.0009999999999",
47.55001339,-121.805,"47.55001339285724,-121.8049999999998",
47.42789375,-121.833,"47.42789375000007,-121.8329999999998",
47.35018125,-122.533,"47.35018125000005,-122.533",
47.71654018,-121.413,"47.71654017857156,-121.4129999999998",
47.21695982,-122.029,"47.21695982142859,-122.0289999999999",
47.52780982,-121.973,"47.52780982142866,-121.9729999999999",
47.50560625,-122.449,"47.50560625000008,-122.449",
47.38348661,-122.393,"47.38348660714291,-122.393",
47.63882768,-122.253,"47.63882767857154,-122.2529999999999",
47.57221696,-121.665,"47.57221696428581,-121.6649999999998",
47.47230089,-122.505,"47.47230089285722,-122.505",
47.66103125,-121.861,"47.66103125000012,-121.8609999999998",
47.76094732,-121.889,"47.76094732142872,-121.8889999999999",
47.39458839,-122.001,"47.3945883928572,-122.0009999999999",
47.26136696,-122.141,"47.26136696428574,-122.1409999999999",
47.37238482,-122.449,"47.37238482142862,-122.449",
47.60552232,-121.889,"47.60552232142868,-121.8889999999999",
47.16145089,-121.945,"47.16145089285715,-121.9449999999999",
47.62772589,-121.889,"47.62772589285726,-121.8889999999999",
47.29467232,-122.141,"47.29467232142861,-122.1409999999999",
47.27246875,-122.001,"47.27246875000003,-122.0009999999999",
47.37238482,-122.477,"47.37238482142862,-122.477",
47.33907946,-121.917,"47.33907946428576,-121.9169999999999",
47.67213304,-122.085,"47.67213303571441,-122.0849999999999",
47.62772589,-121.861,"47.62772589285726,-121.8609999999998",
47.76094732,-122.393,"47.76094732142872,-122.393",
47.49450446,-122.393,"47.4945044642858,-122.393",
47.28357054,-121.917,"47.28357053571432,-121.9169999999999",
47.56111518,-121.973,"47.56111517857153,-121.9729999999999",
47.61662411,-122.253,"47.61662410714297,-122.2529999999999",
47.51670804,-121.917,"47.51670803571437,-121.9169999999999",
47.53891161,-121.945,"47.53891160714295,-121.9449999999999",
47.56111518,-122.421,"47.56111517857153,-122.421",
47.23916339,-122.057,"47.23916339285717,-122.0569999999999",
47.29467232,-122.253,"47.29467232142861,-122.2529999999999",
47.74984554,-121.945,"47.74984553571443,-121.9449999999999",
47.27246875,-121.945,"47.27246875000003,-121.9449999999999",
47.53891161,-121.833,"47.53891160714295,-121.8329999999998",
47.31687589,-121.945,"47.31687589285718,-121.9449999999999",
47.50560625,-121.917,"47.50560625000008,-121.9169999999999",
47.50560625,-121.889,"47.50560625000008,-121.8889999999999",
47.56111518,-122.057,"47.56111517857153,-122.0569999999999",
47.28357054,-122.169,"47.28357053571432,-122.1689999999999",
47.46119911,-121.777,"47.46119910714293,-121.7769999999998",
47.58331875,-121.945,"47.5833187500001,-121.9449999999999",
